차 이름,모델명,가격,주요제원[엔진형식],주요제원[과급방식],주요제원[배기량],주요제원[연료],주요제원[연비(등급)],주요제원[승차인원],주요제원[구동방식],주요제원[변속기],엔진[엔진형식],엔진[배기량],엔진[연료],엔진[최대출력],엔진[최대토크],성능[최고속도],성능[가속성능(0~100km/h)],성능[제동성능],성능[연비(등급)],성능[CO²배출량],치수[전장],치수[전폭],치수[전고],치수[축거],치수[윤거전],치수[윤거후],치수[공차중량],치수[승차인원],치수[전륜타이어],치수[후륜타이어],섀시[구동방식],섀시[변속기],섀시[전륜서스펜션],섀시[후륜서스펜션],섀시[전륜제동장치],섀시[후륜제동장치],섀시[스티어링],Error,Error
2015 i20 쿠페,1.1 디젤,"12,725파운드",I4직분사,싱글터보,"1,120cc",디젤,정보없음,정보없음,전륜구동,수동6단,I4직분사,"1,120cc",디젤,75hp,18.4kg.m,정보없음,정보없음,정보없음,정보없음,정보없음,"4,045mm","1,730mm","1,449mm","2,570mm",정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,전륜구동,수동6단,맥퍼슨스트럿,토션빔,정보없음,정보없음,랙앤피니언,,
2015 i20 쿠페,1.4 디젤,"14,725파운드",I4직분사,싱글터보,"1,396cc",디젤,정보없음,정보없음,전륜구동,수동6단,I4직분사,"1,396cc",디젤,90hp,24.5kg.m,정보없음,정보없음,정보없음,정보없음,정보없음,"4,045mm","1,730mm","1,449mm","2,570mm",정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,전륜구동,수동6단,맥퍼슨스트럿,토션빔,정보없음,정보없음,랙앤피니언,,
2015 i20 쿠페,1.2 가솔린,"13,725파운드",I4,싱글터보,"1,248cc",가솔린,정보없음,정보없음,전륜구동,수동5단,I4,"1,248cc",가솔린,84hp,12.5kg.m,정보없음,정보없음,정보없음,정보없음,정보없음,"4,045mm","1,730mm","1,449mm","2,570mm",정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,전륜구동,수동5단,맥퍼슨스트럿,토션빔,정보없음,정보없음,랙앤피니언,,
2015 i30,2.0 GDi Dspec,"2,045만원",I4직분사,자연흡기,"1,999cc",가솔린,토크컨버터11.8km/ℓ(3등급),5인승,전륜구동,토크컨버터6단,I4직분사,"1,999cc",가솔린,172hp,21.0kg.m,정보없음,정보없음,정보없음,토크컨버터11.8km/ℓ(3등급),137.0g/km,"4,300mm","1,780mm","1,470mm","2,650mm","1,549mm","1,562mm","1,300kg",5인승,215mm/45/17inch,215mm/45/17inch,전륜구동,토크컨버터6단,맥퍼슨스트럿,토션빔액슬,V디스크,디스크,랙앤피니언,,
2015 i30,1.6 VGT,"2,110~2,480만원",I4직분사디젤,싱글터보,"1,582cc",디젤,DCT17.3~17.8km/ℓ(1등급),5인승,전륜구동,자동(DCT)7단,I4직분사디젤,"1,582cc",디젤,136hp,30.6kg.m,정보없음,정보없음,정보없음,DCT17.3~17.8km/ℓ(1등급),108.0~111.0g/km,"4,300mm","1,780mm","1,470mm","2,650mm","1,549~1,555mm","1,562~1,568mm","1,350~1,365kg",5인승,195~215mm/45~65/15~17inch,195~215mm/45~65/15~17inch,전륜구동,자동(DCT)7단,맥퍼슨스트럿,토션빔액슬,V디스크,디스크,랙앤피니언,,
2015 i30,2.0 GDi,"1,890~2,270만원",I4직분사,자연흡기,"1,999cc",가솔린,토크컨버터11.8km/ℓ(3등급),5인승,전륜구동,토크컨버터6단,I4직분사,"1,999cc",가솔린,172hp,21.0kg.m,정보없음,정보없음,정보없음,토크컨버터11.8km/ℓ(3등급),148.0g/km,"4,300mm","1,780mm","1,470mm","2,650mm","1,549~1,555mm","1,562~1,565mm","1,325kg",5인승,205~215mm/45~55/16~17inch,205~215mm/45~55/16~17inch,전륜구동,토크컨버터6단,맥퍼슨스트럿,토션빔액슬,V디스크,디스크,랙앤피니언,,
2015 i40,1.7 e-VGT,"2,845~3,205만원",I4직분사디젤,싱글터보,"1,685cc",디젤,DCT15.5~16.0km/ℓ(1등급),5인승,전륜구동,자동(DCT)7단,I4직분사디젤,"1,685cc",디젤,141hp,34.7kg.m,정보없음,정보없음,정보없음,DCT15.5~16.0km/ℓ(1등급),122.0~125.0g/km,"4,820mm","1,815mm","1,470mm","2,770mm","1,579~1,591mm","1,585~1,597mm","1,575~1,590kg",5인승,205~225mm/45~60/16~18inch,205~225mm/45~60/16~18inch,전륜구동,자동(DCT)7단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2015 i40,2.0 GDi,"2,595~2,955만원",I4직분사,자연흡기,"1,999cc",가솔린,토크컨버터11.4~11.5km/ℓ(4등급),5인승,전륜구동,토크컨버터6단,I4직분사,"1,999cc",가솔린,166hp,20.9kg.m,정보없음,정보없음,정보없음,토크컨버터11.4~11.5km/ℓ(4등급),153.0~154.0g/km,"4,820mm","1,815mm","1,470mm","2,770mm","1,579~1,591mm","1,585~1,597mm","1,505~1,520kg",5인승,205~225mm/45~60/16~18inch,205~225mm/45~60/16~18inch,전륜구동,토크컨버터6단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2015 i40 살룬,1.7 e-VGT,"2,745~3,125만원",I4직분사디젤,싱글터보,"1,685cc",디젤,DCT16.2~16.7km/ℓ(1등급),5인승,전륜구동,자동(DCT)7단,I4직분사디젤,"1,685cc",디젤,141hp,34.7kg.m,정보없음,정보없음,정보없음,DCT16.2~16.7km/ℓ(1등급),116.0~120.0g/km,"4,745mm","1,815mm","1,470mm","2,770mm","1,579~1,591mm","1,585~1,597mm","1,540~1,555kg",5인승,205~225mm/45~60/16~18inch,205~225mm/45~60/16~18inch,전륜구동,자동(DCT)7단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2015 i40 살룬,2.0 GDi,"2,495~2,875만원",I4직분사,자연흡기,"1,999cc",가솔린,토크컨버터11.4~11.9km/ℓ(3등급~4등급),5인승,전륜구동,토크컨버터6단,I4직분사,"1,999cc",가솔린,166hp,20.9kg.m,정보없음,정보없음,정보없음,토크컨버터11.4~11.9km/ℓ(3등급~4등급),147.0~154.0g/km,"4,745mm","1,815mm","1,470mm","2,770mm","1,579~1,591mm","1,585~1,597mm","1,470~1,485kg",5인승,205~225mm/45~60/16~18inch,205~225mm/45~60/16~18inch,전륜구동,토크컨버터6단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2015 그랜드 스타렉스,2.4 LPi 밴,"1,915~2,085만원",I4,자연흡기,"2,359cc",LPG,자동6.4km/ℓ(5등급)수동6.8km/ℓ(5등급),3~5인승,후륜구동,"자동4단,수동5단",I4,"2,359cc",LPG,159hp,23.0kg.m,정보없음,정보없음,정보없음,정보없음,정보없음,자동6.4km/ℓ(5등급)수동6.8km/ℓ(5등급),199.0~214.0g/km,"5,125mm","1,920mm","1,935mm","3,200mm","1,685mm","1,660mm","1,935~2,030kg",3~5인승,215mm/70/16inch,215mm/70/16inch,후륜구동,"자동4단,수동5단",맥퍼슨스트럿,5링크,디스크,디스크,랙앤피니언
2015 그랜드 스타렉스,2.5 디젤 왜건 2WD,"2,160~2,730만원",I4직분사디젤,싱글터보,"2,497cc",디젤,자동9.5km/ℓ(4등급)수동10.9km/ℓ(4등급),11~12인승,후륜구동,"자동6단,수동6단",I4직분사디젤,"2,497cc",디젤,140~175hp,36.0~46.0kg.m,정보없음,정보없음,정보없음,정보없음,정보없음,자동9.5km/ℓ(4등급)수동10.9km/ℓ(4등급),183.0~214.0g/km,"5,125mm","1,920mm","1,925mm","3,200mm","1,685mm","1,660mm","2,210~2,225kg",11~12인승,215mm/65~70/16~17inch,215mm/65~70/16~17inch,후륜구동,"자동6단,수동6단",맥퍼슨스트럿,5링크,디스크,디스크,랙앤피니언
2015 그랜드 스타렉스,2.5 디젤 왜건 4WD,"2,545~2,920만원",I4직분사디젤,싱글터보,"2,497cc",디젤,자동8.7km/ℓ(5등급),11~12인승,파트타임4륜구동,자동5단,I4직분사디젤,"2,497cc",디젤,175hp,46.0kg.m,정보없음,정보없음,정보없음,정보없음,정보없음,자동8.7km/ℓ(5등급),235.0g/km,"5,125mm","1,920mm","1,970mm","3,200mm","1,685mm","1,660mm","2,383~2,391kg",11~12인승,215mm/65/17inch,215mm/65/17inch,파트타임4륜구동,자동5단,맥퍼슨스트럿,5링크,디스크,디스크,랙앤피니언
2015 그랜드 스타렉스,2.5 디젤 밴,"1,960~2,415만원",I4직분사디젤,싱글터보,"2,497cc",디젤,자동9.6km/ℓ(4등급)수동11.4km/ℓ(4등급),3~5인승,후륜구동,"자동5단,수동6단",I4직분사디젤,"2,497cc",디젤,140~175hp,36.0~46.0kg.m,정보없음,정보없음,정보없음,정보없음,정보없음,자동9.6km/ℓ(4등급)수동11.4km/ℓ(4등급),176.0~211.0g/km,"5,125mm","1,920mm","1,935mm","3,200mm","1,685mm","1,660mm","1,990~2,070kg",3~5인승,215mm/70/16inch,215mm/70/16inch,후륜구동,"자동5단,수동6단",맥퍼슨스트럿,5링크,디스크,디스크,랙앤피니언
2015 그랜드 스타렉스 리무진,2.5 디젤 11인승,"4,695만원",I4,싱글터보,"2,497cc",디젤,자동9.2km/ℓ(5등급),11인승,후륜구동,자동5단,I4,"2,497cc",디젤,175hp,46.0kg.m,정보없음,정보없음,정보없음,자동9.2km/ℓ(5등급),222.0g/km,"5,175mm","2,000mm","2,205mm","3,200mm","1,685mm","1,660mm","2,390kg",11인승,215mm/65/17inch,215mm/65/17inch,후륜구동,자동5단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 그랜드 스타렉스 리무진,2.5 디젤 11인승...,"4,885만원",I4,싱글터보,"2,497cc",디젤,자동8.0km/ℓ(5등급),11인승,풀타임4륜구동,자동5단,I4,"2,497cc",디젤,175hp,46.0kg.m,정보없음,정보없음,정보없음,자동8.0km/ℓ(5등급),258.0g/km,"5,175mm","2,000mm","2,205mm","3,200mm","1,685mm","1,660mm","2,475kg",11인승,215mm/65/17inch,215mm/65/17inch,풀타임4륜구동,자동5단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 맥스크루즈,e-VGT R2.2 2WD,"3,271~3,683만원",I4직분사디젤,싱글터보,"2,199cc",디젤,토크컨버터11.9km/ℓ(3등급),6인승,전륜구동,토크컨버터6단,I4직분사디젤,"2,199cc",디젤,200hp,44.5kg.m,정보없음,정보없음,정보없음,토크컨버터11.9km/ℓ(3등급),168.0g/km,"4,915mm","1,885mm","1,690mm","2,800mm","1,628mm","1,639mm","1,840kg",6인승,235mm/55/19inch,235mm/55/19inch,전륜구동,토크컨버터6단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 맥스크루즈,e-VGT R2.2 4WD,"3,477~3,889만원",I4직분사디젤,싱글터보,"2,199cc",디젤,자동11.3km/ℓ(4등급)토크컨버터11.3km/ℓ(4등급),6인승,풀타임4륜구동,"자동6단,토크컨버터6단",I4직분사디젤,"2,199cc",디젤,200hp,44.5kg.m,정보없음,정보없음,정보없음,자동11.3km/ℓ(4등급)토크컨버터11.3km/ℓ(4등급),178.0g/km,"4,915mm","1,885mm","1,690mm","2,800mm","1,628mm","1,639mm","1,905kg",6인승,235mm/55/19inch,235mm/55/19inch,풀타임4륜구동,"자동6단,토크컨버터6단",맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 맥스크루즈,3.3 V6 GDi 4WD,"3,688만원",v6직분사,자연흡기,"3,342cc",가솔린,토크컨버터8.5km/ℓ(5등급),6인승,풀타임4륜구동,토크컨버터6단,v6직분사,"3,342cc",가솔린,290hp,34.8kg.m,정보없음,정보없음,정보없음,토크컨버터8.5km/ℓ(5등급),209.0g/km,"4,915mm","1,885mm","1,690mm","2,800mm","1,628mm","1,639mm","1,901kg",6인승,235mm/55/19inch,235mm/55/19inch,풀타임4륜구동,토크컨버터6단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 맥스크루즈,3.3 V6 GDi 2WD,"3,482만원",v6직분사,자연흡기,"3,342cc",가솔린,토크컨버터8.9km/ℓ(5등급),6인승,전륜구동,토크컨버터6단,v6직분사,"3,342cc",가솔린,290hp,34.8kg.m,정보없음,정보없음,정보없음,토크컨버터8.9km/ℓ(5등급),201.0g/km,"4,915mm","1,885mm","1,690mm","2,800mm","1,628mm","1,639mm","1,832kg",6인승,235mm/55/19inch,235mm/55/19inch,전륜구동,토크컨버터6단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 베라크루즈,3.0 디젤 4WD,"3,936~4,040만원",V6직분사디젤,싱글터보,"2,959cc",디젤,자동10.7km/ℓ(4등급),7인승,풀타임4륜구동,자동6단,V6직분사디젤,"2,959cc",디젤,255hp,48.0kg.m,정보없음,정보없음,정보없음,자동10.7km/ℓ(4등급),189.0g/km,"4,840mm","1,970mm","1,795mm","2,805mm","1,670mm","1,670mm","2,115kg",7인승,245mm/60/18inch,245mm/60/18inch,풀타임4륜구동,자동6단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 베라크루즈,3.0 디젤 2WD,"3,723~3,827만원",V6직분사디젤,싱글터보,"2,959cc",디젤,자동11.2km/ℓ(4등급),7인승,전륜구동,자동6단,V6직분사디젤,"2,959cc",디젤,255hp,48.0kg.m,정보없음,정보없음,정보없음,자동11.2km/ℓ(4등급),180.0g/km,"4,840mm","1,970mm","1,795mm","2,805mm","1,670mm","1,670mm","2,035kg",7인승,245mm/60/18inch,245mm/60/18inch,전륜구동,자동6단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 벨로스터,1.6 TURBO...,"2,190~2,370만원",I4직분사,싱글터보,"1,591cc",가솔린,수동12.4km/ℓ(3등급)DCT12.3km/ℓ(3등급),4인승,전륜구동,"수동6단,자동(DCT)7단",I4직분사,"1,591cc",가솔린,204hp,27.0kg.m,정보없음,정보없음,정보없음,수동12.4km/ℓ(3등급)DCT12.3km/ℓ(3등급),140.0~141.0g/km,"4,250mm","1,805mm","1,405mm","2,650mm","1,547mm","1,560mm","1,300~1,330kg",4인승,225mm/40/18inch,225mm/40/18inch,전륜구동,"수동6단,자동(DCT)7단",맥퍼슨스트럿,토션빔액슬,V디스크,디스크,랙앤피니언,,
2015 벨로스터,1.6 GDI,"1,845~2,155만원",I4직분사,자연흡기,"1,591cc",가솔린,자동12.4km/ℓ(3등급)수동13.3km/ℓ(3등급)DCT13.3km/ℓ(3등급),4인승,전륜구동,"자동6단,수동6단,자동(DCT)6단",I4직분사,"1,591cc",가솔린,140hp,17.0kg.m,정보없음,정보없음,정보없음,자동12.4km/ℓ(3등급)수동13.3km/ℓ(3등급)DCT13.3km/ℓ(3등급),129.0~140.0g/km,"4,220mm","1,790mm","1,400mm","2,650mm","1,564mm","1,574mm","1,225~1,250kg",4인승,215mm/45/17inch,215mm/45/17inch,전륜구동,"자동6단,수동6단,자동(DCT)6단",맥퍼슨스트럿,토션빔액슬,V디스크,디스크,랙앤피니언,,
2015 싼타페,e-VGT R2.0 4WD,"3,136~3,463만원",I4직분사디젤,싱글터보,"1,995cc",디젤,자동13.0km/ℓ(3등급),5인승,풀타임4륜구동,자동6단,I4직분사디젤,"1,995cc",디젤,184hp,41.0kg.m,정보없음,정보없음,정보없음,자동13.0km/ℓ(3등급),137.0g/km,"4,690mm","1,880mm","1,680mm","2,700mm","1,628mm","1,639mm","1,859kg",5인승,235mm/55~60/18~19inch,235mm/55~60/18~19inch,풀타임4륜구동,자동6단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 싼타페,e-VGT R2.2 4WD,"3,277~3,612만원",I4직분사디젤,싱글터보,"2,199cc",디젤,자동12.4km/ℓ(3등급),5인승,풀타임4륜구동,자동6단,I4직분사디젤,"2,199cc",디젤,200hp,44.5kg.m,정보없음,정보없음,정보없음,자동12.4km/ℓ(3등급),161.0g/km,"4,690mm","1,880mm","1,680mm","2,700mm","1,628mm","1,639mm","1,864kg",5인승,235mm/55~60/18~19inch,235mm/55~60/18~19inch,풀타임4륜구동,자동6단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 싼타페,e-VGT R2.2 4...,"3,091만원",I4직분사디젤,싱글터보,"2,199cc",디젤,수동14.0km/ℓ(2등급),5인승,풀타임4륜구동,수동6단,I4직분사디젤,"2,199cc",디젤,200hp,43.0kg.m,정보없음,정보없음,정보없음,수동14.0km/ℓ(2등급),161.0g/km,"4,690mm","1,880mm","1,680mm","2,700mm","1,628mm","1,639mm","1,826kg",5인승,235mm/60/18inch,235mm/60/18inch,풀타임4륜구동,수동6단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 싼타페,e-VGT R2.2 2WD,"3,065~3,400만원",I4직분사디젤,싱글터보,"2,199cc",디젤,자동13.8km/ℓ(2등급),5인승,전륜구동,자동6단,I4직분사디젤,"2,199cc",디젤,200hp,44.5kg.m,정보없음,정보없음,정보없음,자동13.8km/ℓ(2등급),143.0g/km,"4,690mm","1,880mm","1,680mm","2,700mm","1,628mm","1,639mm","1,799kg",5인승,235mm/55~60/18~19inch,235mm/55~60/18~19inch,전륜구동,자동6단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 싼타페,e-VGT R2.2 2...,"2,879만원",I4직분사디젤,싱글터보,"2,199cc",디젤,수동14.8km/ℓ(2등급),5인승,전륜구동,수동6단,I4직분사디젤,"2,199cc",디젤,200hp,43.0kg.m,정보없음,정보없음,정보없음,수동14.8km/ℓ(2등급),143.0g/km,"4,690mm","1,880mm","1,680mm","2,700mm","1,628mm","1,639mm","1,760kg",5인승,235mm/60/18inch,235mm/60/18inch,전륜구동,수동6단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 싼타페,e-VGT R2.0 2WD,"2,765~3,257만원",I4직분사디젤,싱글터보,"1,995cc",디젤,자동14.4km/ℓ(2등급),5인승,전륜구동,자동6단,I4직분사디젤,"1,995cc",디젤,184hp,41.0kg.m,정보없음,정보없음,정보없음,자동14.4km/ℓ(2등급),137.0g/km,"4,690mm","1,880mm","1,680mm","2,700mm","1,628mm","1,639mm","1,792kg",5인승,235mm/55~60/18~19inch,235mm/55~60/18~19inch,전륜구동,자동6단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2015 쏘나타,2.0 T-Gdi,"2,695~3,210만원",I4직분사,싱글터보,"1,998cc",가솔린,토크컨버터10.8km/ℓ(4등급),5인승,정보없음,토크컨버터6단,I4직분사,"1,998cc",가솔린,245hp,36.0kg.m,정보없음,정보없음,정보없음,토크컨버터10.8km/ℓ(4등급),164.0g/km,"4,855mm","1,865mm","1,475mm","2,805mm","1,597mm","1,604mm","1,570kg",5인승,235mm/45/18inch,235mm/45/18inch,정보없음,토크컨버터6단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2015 쏘나타,2.4 GDI,"2,366~2,954만원",I4직분사,자연흡기,"2,359cc",가솔린,자동11.5km/ℓ(4등급),5인승,전륜구동,자동6단,I4직분사,"2,359cc",가솔린,193hp,25.2kg.m,정보없음,정보없음,정보없음,자동11.5km/ℓ(4등급),152.0g/km,"4,855mm","1,865mm","1,475mm","2,805mm","1,597~1,602mm","1,604~1,609mm","1,575kg",5인승,205~235mm/45~65/16~18inch,205~235mm/45~65/16~18inch,전륜구동,자동6단,맥퍼슨스트럿,멀티링크,정보없음,정보없음,랙앤드피니언,,
2015 쏘나타,2.0 CVVL,"2,255~2,860만원",I4가솔린,자연흡기,"1,999cc",가솔린,자동11.6~12.1km/ℓ(3등급),5인승,전륜구동,자동6단,I4가솔린,"1,999cc",가솔린,168hp,20.5kg.m,정보없음,정보없음,정보없음,자동11.6~12.1km/ℓ(3등급),145.0~151.0g/km,"4,855mm","1,865mm","1,475mm","2,805mm","1,597~1,614mm","1,604~1,621mm","1,460~1,479kg",5인승,205~235mm/45~65/16~18inch,205~235mm/45~65/16~18inch,전륜구동,자동6단,맥퍼슨스트럿,멀티링크,정보없음,정보없음,랙앤드피니언,,
2015 아반떼,1.6 VGT,"1,581~2,155만원",I4직분사디젤,정보없음,"1,582cc",디젤,수동18.5km/ℓ(1등급)토크컨버터16.2km/ℓ(1등급),5인승,전륜구동,"수동6단,토크컨버터6단",I4직분사디젤,"1,582cc",디젤,128hp,28.5kg.m,정보없음,정보없음,정보없음,수동18.5km/ℓ(1등급)토크컨버터16.2km/ℓ(1등급),103.0~113.0g/km,"4,550mm","1,775mm","1,435mm","2,700mm","1,563mm","1,576mm","1,305~1,335kg",5인승,195~205mm/55~65/15~16inch,195~205mm/55~65/15~16inch,전륜구동,"수동6단,토크컨버터6단",맥퍼슨스트럿,토션빔액슬,V디스크,디스크,랙앤피니언,,
2015 아반떼,1.6 GDi,"1,384~1,968만원",I4직분사,정보없음,"1,591cc",가솔린,수동14.1km/ℓ(2등급)토크컨버터14.0km/ℓ(2등급),5인승,전륜구동,"수동6단,토크컨버터6단",I4직분사,"1,591cc",가솔린,140hp,17.0kg.m,정보없음,정보없음,정보없음,수동14.1km/ℓ(2등급)토크컨버터14.0km/ℓ(2등급),122.0~123.0g/km,"4,550mm","1,775mm","1,435mm","2,700mm","1,563mm","1,576mm","1,210~1,245kg",5인승,195~215mm/45~65/15~17inch,195~215mm/45~65/15~17inch,전륜구동,"수동6단,토크컨버터6단",맥퍼슨스트럿,토션빔액슬,V디스크,디스크,랙앤피니언,,
2015 아반떼 쿠페,2.0 GDI,"1,690~2,315만원",I4직분사,자연흡기,"1,999cc",가솔린,자동12.4km/ℓ(3등급)수동12.8km/ℓ(3등급),정보없음,전륜구동,"자동6단,수동6단",I4직분사,"1,999cc",가솔린,175~215hp,21.3kg.m,정보없음,정보없음,정보없음,자동12.4km/ℓ(3등급)수동12.8km/ℓ(3등급),135.0~140.0g/km,"4,540mm","1,775mm","1,435mm","2,700mm","1,549~1,551mm","1,562~1,564mm","1,216~1,239kg",정보없음,205mm/55/16inch,205mm/55/16inch,전륜구동,"자동6단,수동6단",맥퍼슨스트럿,토션빔액슬,디스크,디스크,랙앤피니언,,
2015 아슬란,3.0 가솔린,"3,824~3,991만원",V63.0,자연흡기,"2,999cc",가솔린,자동9.5km/ℓ(4등급),5인승,전륜구동,자동6단,V63.0,"2,999cc",가솔린,270hp,31.6kg.m,정보없음,정보없음,정보없음,자동9.5km/ℓ(4등급),188.0g/km,"4,970mm","1,860mm","1,470mm","2,845mm","1,606mm","1,607mm","1,670kg",5인승,245mm/45/18inch,245mm/45/18inch,전륜구동,자동6단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2015 아슬란,3.3 가솔린,"4,113~4,506만원",V63.3,자연흡기,"3,342cc",가솔린,자동9.5km/ℓ(4등급),5인승,전륜구동,자동6단,V63.3,"3,342cc",가솔린,294hp,35.3kg.m,정보없음,정보없음,정보없음,자동9.5km/ℓ(4등급),188.0g/km,"4,970mm","1,860mm","1,470mm","2,845mm","1,606mm","1,607mm","1,690kg",5인승,245mm/45/18inch,245mm/45/18inch,전륜구동,자동6단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2015 에쿠스,VS500,1억946만원,V8,자연흡기,"5,038cc",가솔린,자동8.1km/ℓ(5등급),5인승,후륜구동,자동8단,V8,"5,038cc",가솔린,416hp,52.0kg.m,정보없음,정보없음,정보없음,자동8.1km/ℓ(5등급),223.0g/km,"5,160mm","1,900mm","1,490mm","3,045mm","1,620mm","1,627mm","2,065kg",5인승,245mm/45/19inch,275mm/40/19inch,후륜구동,자동8단,멀티링크,멀티링크,V디스크,V디스크,랙앤피니언,,
2015 에쿠스,VS380,"6,783~1억347만원",V6,자연흡기,"3,778cc",가솔린,자동8.9km/ℓ(5등급),5인승,후륜구동,자동8단,V6,"3,778cc",가솔린,334hp,40.3kg.m,정보없음,정보없음,정보없음,자동8.9km/ℓ(5등급),201.0g/km,"5,160mm","1,900mm","1,495mm","3,045mm","1,620mm","1,627mm","1,915kg",5인승,245mm/45~50/18~19inch,245~275mm/40~50/18~19inch,후륜구동,자동8단,멀티링크,멀티링크,V디스크,V디스크,랙앤피니언,,
